CENTRO_POBLADO;LATITUD;LONGITUD;3G;4G;VOZ;SMS;MMS;CANT_EB_3G;CANT_EB_4G
TRUJILLO;-8.111789652;-79.02867956;1;1;1;1;1;59;56
EL CONDE;-8.12428;-78.98788;1;1;1;1;1;1;1
EL PALMO;-8.13242;-79.01334;1;1;1;1;1;2;2
NUEVA VICTORIA;-8.1272;-78.99731;1;1;1;1;1;2;2
EX FUNDO LARREA;-8.13585;-79.01117;1;0;1;1;1;1;1
LA ENCALADA (LA ENCALADA VIEJA);-8.14658;-79.02741;1;1;1;1;1;2;2
SANTA ROSA;-8.13749;-79.0055;1;1;1;1;1;0;0
EL PORVENIR;-8.073838516;-78.99309976;1;1;1;1;1;21;21
FLORENCIA DE MORA;-8.082054767;-79.02367092;1;1;1;1;1;6;6
HUANCHACO;-8.084058724;-79.11936921;1;1;1;1;1;1;1
WICHANZAO;-8.01715;-79.0472;1;0;1;1;1;0;0
EL MILAGRO;-8.022877385;-79.06694297;1;1;1;1;1;3;3
LOS HUERTOS;-8.05843;-79.08137;1;0;1;1;1;1;1
EL TABLAZO;-8.07866;-79.11507;1;1;1;1;1;1;1
NUEVO HORIZONTE;-8.0565;-79.09202;1;0;1;1;1;1;1
VALDIVIA (VALDIVIA ALTA);-8.08086;-79.08493;1;0;1;1;1;1;1
HUANCHAQUITO ALTO;-8.092972892;-79.10280588;1;1;1;1;1;1;1
SANTA MARIA;-8.0938;-79.06183;1;1;1;1;1;0;0
NUEVO PROGRESO;-8.09454;-79.05643;1;1;1;1;1;1;1
VILLA DEL MAR;-8.0982;-79.06299;1;1;1;1;1;0;0
HUANCHAQUITO BAJO;-8.10131;-79.10755;1;1;1;1;1;1;0
PAMPAS DE ALEJANDRO;-8.11025;-79.06956;1;1;1;1;1;0;0
VILLA LOS ANGELES;-8.09549;-79.09054;1;1;1;1;1;1;1
EL PROGRESO;-8.0882558;-79.05492;1;1;1;1;1;0;0
LA ESPERANZA;-8.082975206;-79.04099848;1;1;1;1;1;20;19
LAREDO;-8.088183012;-78.9596496;1;1;1;1;1;2;2
CATUAY BAJO;-8.01615;-78.83648;1;1;1;1;1;0;0
MENOCUCHO;-8.022847343;-78.83893739;1;1;1;1;1;0;0
SANTA ROSA ALTA;-8.03021;-78.84482;1;1;1;1;1;0;0
JESUS MARIA;-8.04127;-78.83901;1;1;1;1;1;0;0
LAS COCAS;-8.050875;-78.843755;1;1;1;1;1;0;0
SANTA ROSA BAJA;-8.04077;-78.84438;1;1;1;1;1;0;0
CIUDAD DE DIOS;-8.04692;-78.85484;1;1;1;1;1;0;0
BELLO HORIZONTE;-8.058873936;-78.85910276;1;1;1;1;1;1;1
QUIRIHUAC ALTO (QUIRIHUAC NUEVO);-8.065833297;-78.86135014;1;1;1;1;1;0;0
QUIRIHUAC BAJO (QUIRIHUAC I);-8.07166;-78.85457;1;1;1;1;1;0;0
SAN CARLOS;-8.07506;-78.94653;1;0;1;1;1;1;0
SAN IDELFONSO;-8.06786;-78.95478;1;1;1;1;1;0;0
CAMPI�A LA MERCED ALTA;-8.08309;-78.9779;1;1;1;1;1;0;0
CAMPI�A LA MERCED BAJA;-8.08868;-78.96802;1;1;1;1;1;0;0
PUENTE VENENO;-8.09613;-78.95842;1;1;1;1;1;0;0
BAMBAS BAJO;-8.08758;-78.89462;1;0;1;1;1;0;0
QUIRIHUAC II;-8.0847;-78.87107;1;1;1;1;1;0;0
EL CASTILLO;-8.08073;-78.86237;1;1;1;1;1;0;0
SANTO DOMINGO;-8.10364;-78.91222;1;0;1;1;1;1;0
SAN PACHUSCO;-8.1052;-78.92547;1;0;1;1;1;0;0
SANTA VICTORIA;-8.10904;-78.93497;1;0;1;1;1;0;0
EL PAREDON;-8.12376;-78.93782;1;0;1;1;1;0;0
CONACHE;-8.12377;-78.94837;1;0;1;1;1;1;0
BARRAZA;-8.11036;-78.97168;1;1;1;1;1;1;0
NUEVO BARRAZA;-8.11032;-78.99266;1;1;1;1;1;0;0
SAN BORJA;-8.03519;-78.84505;1;1;1;1;1;0;0
LA CARBONERA;-8.08957;-78.87315;1;1;1;1;1;0;0
EL QUINTO;-8.09622;-78.89822;1;0;1;1;1;0;0
LAS LOMAS;-8.11403;-78.94779;1;0;1;1;1;0;0
CHANCHAMAYO;-8.11672;-78.95405;1;0;1;1;1;0;0
CACIQUE;-8.12456;-78.95972;1;0;1;1;1;0;0
PAMPAS DE SAN JUAN;-8.13057;-78.93959;1;0;1;1;1;0;0
ESPINO LIMON;-8.08047;-78.8735;1;1;1;1;1;0;0
MOCHE;-8.171425331;-79.00893519;1;1;1;1;1;0;0
BOCATOMA;-8.13013;-78.99472;0;1;0;0;0;0;0
CHANQUIN ALTO;-8.13301;-78.99722;1;1;1;1;1;0;0
LA COBRANZA;-8.13807;-78.99684;1;1;1;1;1;0;0
PISUN;-8.14091;-78.99304;1;1;1;1;1;0;0
VILLA SAN JUAN;-8.14051;-78.99552;1;1;1;1;1;0;0
LA GENERAL (SUN. B);-8.14579;-79.00068;1;1;1;1;1;0;0
EL TANQUE;-8.146442577;-79.0079441;1;1;1;1;1;0;0
SAN AGUSTIN DEL PUENTE;-8.14475;-79.01322;1;1;1;1;1;0;0
EL CARNERO;-8.149837808;-79.00773572;1;1;1;1;1;0;0
SUN (SUNA);-8.14744;-79.00285;1;0;1;1;1;0;0
LA CA�A;-8.14787;-78.9968;1;1;1;1;1;0;0
LA ESPERANZA;-8.149;-79.00651;1;0;1;1;1;0;0
LA BARRANCA;-8.15165;-79.02021;1;1;1;1;1;0;0
EL ROSARIO;-8.15197;-79.00748;1;1;1;1;1;0;0
SAN CARLOS;-8.15099;-79.00045;1;0;1;1;1;0;0
MUSIBAYA;-8.15429;-79.00936;1;1;1;1;1;0;0
CARRIZO GRANDE;-8.15473;-79.02391;1;1;1;1;1;0;0
CARRIZO CHICO;-8.15649;-79.02656;1;1;1;1;1;0;0
SAN AGUSTIN DE LA PORTADA;-8.15837;-79.01347;1;1;1;1;1;1;1
EL RETIRO;-8.15875;-79.00838;1;1;1;1;1;0;0
CHACARILLA;-8.15648;-78.99795;1;1;1;1;1;0;0
LA HACIENDITA;-8.15973;-79.00426;1;1;1;1;1;0;0
LA LINEA;-8.16154;-79.00782;1;1;1;1;1;0;0
HUEREQUEQUE;-8.15861;-78.99684;1;1;1;1;1;0;0
BYTIN;-8.16263;-78.99375;1;1;1;1;1;0;0
LOS PENCOS;-8.16495;-79.01619;1;1;1;1;1;0;0
LA PATERA;-8.16283;-79.02965;1;1;1;1;1;0;0
LA AMERICA;-8.16346;-79.02263;1;1;1;1;1;0;0
LOS PENQUITOS;-8.16721;-79.01776;1;1;1;1;1;0;0
LOS TALLOS;-8.1633;-79.00837;1;1;1;1;1;0;0
LA PALMERA;-8.16493;-78.99838;1;1;1;1;1;0;0
EL COCO;-8.16333;-78.99712;1;1;1;1;1;0;0
PAMPAS INDUSTRIALES;-8.16482;-78.97395;1;1;1;1;1;0;0
LAS TORRES DE SAN BORJA;-8.16946;-79.02401;1;0;1;1;1;0;0
HORCONCITO;-8.16991;-79.01537;1;1;1;1;1;0;0
HUABALITO;-8.17071;-79.00296;1;1;1;1;1;0;0
BELLAVISTA;-8.17413;-79.00245;1;1;1;1;1;0;0
CHOC CHOC;-8.17151;-78.99927;1;1;1;1;1;0;0
LA FORTUNA;-8.172;-78.99428;1;0;1;1;1;0;0
LOS MUERTOS;-8.17132;-79.02222;1;0;1;1;1;0;0
LA CRUZ;-8.17572;-79.0081;1;1;1;1;1;1;1
HUARTACO;-8.17909;-79.00493;1;1;1;1;1;0;0
EL MUELLE;-8.17895;-78.99719;1;1;1;1;1;0;0
MIRAMAR;-8.175882687;-78.9963272;1;1;1;1;1;0;0
EL PALMO;-8.18365;-79.00127;1;1;1;1;1;0;0
CHOROVAL;-8.18709;-78.99753;1;1;1;1;1;0;0
MONGONCILLO;-8.18892;-79.00606;1;1;1;1;1;0;0
EL ARENAL;-8.13928;-78.99347;1;0;1;1;1;0;0
CUSTODIA SANTISIMO NOMBRE DE JESUS;-8.164;-79.0215;1;1;1;1;1;0;0
POROTO;-8.01142;-78.76795;1;0;1;1;1;0;0
DOS DE MAYO;-8.02179;-78.814185;1;0;1;1;1;0;0
CHILE ALTO;-8.02234;-78.80477;1;0;1;1;1;0;0
CHILE BAJO;-8.0155365;-78.79756;1;0;1;1;1;0;0
EL ARQUITO;-8.00008;-78.7713;1;0;1;1;1;0;0
SAN ANTONIO;-8.00305;-78.75719;1;0;1;1;1;1;0
PACHILLAR;-8.003;-78.76;1;0;1;1;1;0;0
SHIRAN;-8.008171282;-78.7541773;1;0;1;1;1;0;0
LA TRANCA;-8.009125;-78.75171167;1;0;1;1;1;0;0
CON CON;-8.008325;-78.73847167;1;0;1;1;1;0;0
CALIFORNIA;-8.008951667;-78.72977167;1;0;1;1;1;0;0
CAMBARRA;-8.00897;-78.72972;1;0;1;1;1;0;0
CUSHMUN;-7.99831;-78.6931;1;0;1;1;1;0;0
MI�ATE;-8.01631;-78.72507;1;0;1;1;1;0;0
MISHIRIHUANGA;-8.01071;-78.73832;1;0;1;1;1;0;0
LOMAS DEL PANTEON;-8.01296;-78.7543;1;0;1;1;1;0;0
CASA BLANCA;-8.008578333;-78.772345;1;0;1;1;1;0;0
FLOR DE MAYO;-8.02945;-78.81776;1;0;1;1;1;0;0
EL BADO;-8.01529;-78.79399667;1;0;1;1;1;0;0
SALAVERRY;-8.217877971;-78.97715958;1;1;1;1;1;1;1
CHOROBAL;-8.19367;-78.99108;1;1;1;1;1;0;0
ALTO SALAVERRY;-8.189490971;-78.98761995;1;1;1;1;1;1;1
SIMBAL;-7.97634;-78.81361;1;0;1;1;1;1;0
ZAVALETA;-7.89367;-78.74412;1;0;1;1;1;0;0
ALTAMISA;-7.88702;-78.77992;1;0;1;1;1;0;0
PUNCAY;-7.88962;-78.79004;1;0;1;1;1;0;0
CHIRIN;-7.8983;-78.78976;1;0;1;1;1;0;0
EL HORNO VIEJO;-7.9182207;-78.79833;1;0;1;1;1;0;0
PUCAPAMPA;-7.93136;-78.73591;1;0;1;1;1;0;0
LA CAPILLA;-7.9519643;-78.81433;1;0;1;1;1;0;0
GUZMAN;-7.96601;-78.77777;1;0;1;1;1;0;0
CAJAMARCA;-7.971305;-78.81035167;1;0;1;1;1;0;0
LA CALAMINA;-7.96815;-78.80824;1;0;1;1;1;0;0
CHACCHIT;-7.97321;-78.78906;1;0;1;1;1;0;0
CHOLOCAL;-7.99052;-78.81849;1;0;1;1;1;0;0
CUMBRAY;-7.99358;-78.82051;1;0;1;1;1;0;0
PEDREGAL;-8.00753;-78.82606;1;0;1;1;1;0;0
CATUAY ALTO;-8.011145;-78.83371667;1;0;1;1;1;0;0
LA CONSTANCIA;-8.012063333;-78.81740833;1;0;1;1;1;0;0
BUENOS AIRES;-8.143567052;-79.05619138;1;1;1;1;1;7;7
LA ENCALADA;-8.14225;-79.02875;1;1;1;1;1;4;4
EL ARENAL;-8.1517;-79.0283;1;1;1;1;1;0;0
BOCANA SUR;-8.15392;-79.03369;1;1;1;1;1;0;0
LOS ISRAELITAS;-8.15292;-79.03942;1;1;1;1;1;1;1
ASCOPE;-7.713503983;-79.10727933;1;1;1;1;1;1;1
LA CALERA;-7.71305;-79.08819;1;0;1;1;1;0;0
SAN ANTONIO;-7.71298;-79.04278;1;0;1;1;1;0;0
LA CAPILLA;-7.71614;-79.11863;1;1;1;1;1;0;0
LA GRISELDA;-7.72288;-79.10751;1;1;1;1;1;0;0
PAMPAS DE VENTURA;-7.71494;-79.06366;1;0;1;1;1;0;0
POTREROS DE LOS PISCOS;-7.72925;-79.09992;1;1;1;1;1;0;0
LOS ARRIENDOS;-7.71951;-79.0962;1;1;1;1;1;0;0
VALLE HERMOSO;-7.7116896;-79.1338;1;0;1;1;1;0;0
CASA BLANCA;-7.71095;-79.07074;1;0;1;1;1;0;0
EL ARENAL;-7.71091;-79.08866;1;1;1;1;1;0;0
EL INGENIO;-7.71171;-79.11733;1;1;1;1;1;0;0
LOS CIRUELOS;-7.71363;-79.13019;1;1;1;1;1;0;0
LA VICTORIA;-7.71667;-79.11391;1;1;1;1;1;0;0
POTRERO BARRANCA;-7.73064;-79.10601;1;1;1;1;1;0;0
RIVERA DE RIO;-7.74287;-79.11324;1;1;1;1;1;0;0
TOMA ROMA;-7.73157;-79.08237;1;0;1;1;1;0;0
TOMA PAIJAN;-7.73531;-79.08865;1;0;1;1;1;0;0
TOMA FACALA;-7.72444;-79.05891;1;0;1;1;1;0;0
CRUZ BOTIJA;-7.71201;-79.06563;1;0;1;1;1;0;0
CHICAMA;-7.842828908;-79.14385685;1;1;1;1;1;1;1
SAUSAL;-7.734040432;-79.00445804;1;1;1;1;1;1;1
QUEMAZON;-7.73683;-79.03248167;1;0;1;1;1;0;0
PIEDRA MOLINO;-7.73952;-79.06081;1;0;1;1;1;0;0
CHICAMITA;-7.836034897;-79.1443978;1;1;1;1;1;0;0
CHICLIN;-7.837606829;-79.16128413;1;1;1;1;1;0;0
LLAMIPE;-7.89628;-79.18221;1;0;1;1;1;0;0
LAGUNA DEL PATO;-7.9107872;-79.18717;1;1;1;1;1;0;0
EL PALENQUE;-7.72559;-78.9916;1;0;1;1;1;0;0
LA MONICA;-7.74573;-79.03765;1;0;1;1;1;0;0
ATAHUALPA;-7.74178;-79.06874;1;0;1;1;1;0;0
SAN RAMON;-7.82614;-79.14071;1;0;1;1;1;0;0
LA CAMPI�A;-7.84429;-79.13458;1;1;1;1;1;0;0
ALTO CHICLIN;-7.82117;-79.17083;1;0;1;1;1;0;0
CHOCOPE;-7.791847209;-79.22265335;1;1;1;1;1;1;1
ZANJON Y PALMERA;-7.77351;-79.28171;1;0;1;1;1;0;0
LA CONSTANCIA;-7.76821;-79.22181;1;1;1;1;1;0;0
MOCOLLOPE;-7.785078333;-79.20011833;1;0;1;1;1;0;0
CAREAGA;-7.805143333;-79.19587333;1;0;1;1;1;0;0
SINTUCO;-7.811010336;-79.19974039;1;0;1;1;1;0;0
FARIAS;-7.80694;-79.2248;1;1;1;1;1;0;0
MOLINO LARCO;-7.79829;-79.2575;1;0;1;1;1;0;0
MOLINO CAJANLEQUE;-7.79353;-79.27374;1;0;1;1;1;1;0
CUCHILLA SALAMANCA;-7.80788;-79.26791;1;0;1;1;1;0;0
MARIPOSA LEIVA;-7.772841667;-79.254675;1;0;1;1;1;0;0
NUEVA CONSTANCIA;-7.767678333;-79.222795;1;0;1;1;1;0;0
LAS QUINTANAS;-7.77934;-79.20027;1;1;1;1;1;0;0
MAGDALENA DE CAO;-7.877642168;-79.29445152;1;0;1;1;1;1;0
CORRALON;-7.8154101;-79.33077;1;0;1;1;1;0;0
SALAMANCA;-7.82102;-79.27372;1;0;1;1;1;0;0
ANALEQUE;-7.8204999;-79.30799;1;0;1;1;1;0;0
EL HOYERO (CHIVERO);-7.83324;-79.30181;1;0;1;1;1;0;0
CHIVERO;-7.83872;-79.29322;1;0;1;1;1;0;0
PAMPA DE CARRERA;-7.83634;-79.27512;1;0;1;1;1;0;0
TOMA DEL TUBO;-7.83724;-79.21087;1;0;1;1;1;0;0
HUACA DEL ROSARIO;-7.84294;-79.21928;1;0;1;1;1;0;0
TICMAR;-7.84553;-79.26397;1;0;1;1;1;0;0
LA MANGA;-7.85984;-79.28029;1;0;1;1;1;0;0
MONCADA ALTA;-7.86373;-79.24906;1;1;1;1;1;0;0
SOLOQUE;-7.89515;-79.2674;1;0;1;1;1;0;0
NAZARENO;-7.92337;-79.28655;1;0;1;1;1;0;0
BOCA DEL RIO;-7.93775;-79.28893;1;0;1;1;1;0;0
PAIJAN;-7.734258714;-79.30326216;1;1;1;1;1;2;1
LOS CHAVEZ;-7.68939;-79.32872;1;0;1;1;1;0;0
NUEVA ARENITA;-7.68621;-79.32092;1;0;1;1;1;1;0
LOS GRADOS;-7.70986;-79.33611;1;1;1;1;1;0;0
RIO SECO;-7.69243;-79.34426;1;0;1;1;1;0;0
LA PLANTA;-7.6969;-79.32776;1;1;1;1;1;0;0
HUACA COLORADA;-7.70486;-79.33015;1;1;1;1;1;0;0
EL CERRITO;-7.71444;-79.34136;1;0;1;1;1;0;0
MACABI BAJO;-7.72014;-79.35042;1;0;1;1;1;0;0
CHUMPON;-7.71834;-79.32023;1;1;1;1;1;0;0
LA RUEDA;-7.7353;-79.32816;1;1;1;1;1;0;0
CAROLINA;-7.730455;-79.323375;1;0;1;1;1;0;0
EL PILAR;-7.72898;-79.31581;1;1;1;1;1;0;0
TAMBO;-7.72998;-79.3097;1;1;1;1;1;1;1
SAN JUAN;-7.73664;-79.31292;1;1;1;1;1;0;0
SAUCIPE;-7.73877;-79.30314;1;1;1;1;1;0;0
GARBANZAL;-7.74809;-79.31474;1;1;1;1;1;0;0
TOMA LOS LEONES;-7.74584;-79.32596;1;1;1;1;1;0;0
CHUIN;-7.75056;-79.27928;1;0;1;1;1;0;0
LA GRAMA;-7.76716;-79.29685;1;1;1;1;1;0;0
CHUIN ALTO;-7.7377;-79.26919;1;1;1;1;1;0;0
LA POSADA;-7.72707;-79.31889;1;1;1;1;1;0;0
LA HORMIGUITA;-7.71907;-79.28488;1;0;1;1;1;0;0
LA FORTUNA;-7.74615;-79.3007;1;1;1;1;1;0;0
NONCOPE;-7.74903;-79.29002;1;1;1;1;1;0;0
CHONGOLLAPE;-7.74323;-79.30246;1;1;1;1;1;0;0
PUERTO DE MALABRIGO;-7.702035755;-79.43710899;1;1;1;1;1;1;1
EL PALOMAR;-7.67979;-79.37197;1;0;1;1;1;0;0
LA ARENITA BAJA;-7.67754;-79.32513;1;0;1;1;1;0;0
LA MENSAJERA;-7.68853;-79.35048;1;0;1;1;1;0;0
EL PARAISO;-7.7068;-79.39273;1;0;1;1;1;0;0
LA PERLA DE MACABI;-7.69683;-79.35635;1;0;1;1;1;0;0
MACABI ALTO;-7.71749;-79.36915;1;0;1;1;1;1;0
SANTA ROSA;-7.71621;-79.37725;1;0;1;1;1;0;0
LA PAMPA;-7.72438;-79.35791;1;0;1;1;1;0;0
LA GARITA;-7.734;-79.36384;1;0;1;1;1;0;0
LA LINEA DE PANCAL;-7.73015;-79.37805;1;0;1;1;1;0;0
EL PANCAL;-7.73389;-79.39215;1;0;1;1;1;0;0
LOS AMAYAS;-7.68149;-79.34328;1;0;1;1;1;0;0
LA CORLIB;-7.67006;-79.33875;1;0;1;1;1;0;0
EL ALGODONAL;-7.74489;-79.34498;1;0;1;1;1;0;0
ALTAMIRA;-7.74479;-79.3644;1;0;1;1;1;0;0
LA ARENITA RAMAL III;-7.67948;-79.32617;1;0;1;1;1;0;0
PUEBLO LIBRE;-7.782717398;-79.35658392;1;0;1;1;1;0;0
EL PROGRESO;-7.77393;-79.33362333;1;0;1;1;1;0;0
LAS DOS RAYAS;-7.67254;-79.36976;1;0;1;1;1;0;0
LA GRANJA;-7.66299;-79.33741;1;0;1;1;1;1;0
LAS PALMAS;-7.6694668;-79.3918;1;0;1;1;1;0;0
LOS GARCIA;-7.713918333;-79.374965;1;0;1;1;1;0;0
PARAISO BAJO;-7.69843;-79.38834;1;0;1;1;1;0;0
PARAISO NUEVO;-7.71321;-79.39456;1;0;1;1;1;0;0
PARAISO ALTO;-7.69733;-79.37298;1;0;1;1;1;0;0
SANTIAGO DE CAO;-7.962578152;-79.23877117;1;0;1;1;1;1;0
POZO NUMERO 1;-7.87689;-79.23311;1;1;1;1;1;0;0
EL VEINTICINCO (CUCURRIPE);-7.87827;-79.20884;1;1;1;1;1;0;0
SUMANIQUE;-7.88138;-79.22962;1;1;1;1;1;1;1
CARTAVIO;-7.892675569;-79.22142508;1;1;1;1;1;0;0
SAN JOSE BAJO;-7.9041;-79.23904;1;1;1;1;1;0;0
LA VICTORIA;-7.90004;-79.22376;1;1;1;1;1;0;0
EL EXPERIMENTAL;-7.90503;-79.21783;1;1;1;1;1;0;0
BARRETO;-7.91747;-79.21239;1;1;1;1;1;0;0
TUPAC AMARU;-7.94321;-79.20289;1;0;1;1;1;0;0
CHIQUITOY;-7.92726;-79.20829;1;0;1;1;1;0;0
NEPEN;-7.93038;-79.26497;1;0;1;1;1;0;0
LA PONDEROSA;-7.95378;-79.20219;1;0;1;1;1;0;0
EL CHARCO;-7.9744;-79.23989;1;0;1;1;1;0;0
CAMPI�A SANTIAGO DE CAO;-7.94858;-79.23245;1;0;1;1;1;0;0
CURVA CASTILLO;-7.95562;-79.25059;1;0;1;1;1;0;0
MIRAFLORES;-7.88452;-79.19992;1;1;1;1;1;0;0
EL MEDANO;-7.95727;-79.20841;1;0;1;1;1;0;0
GRUPO CAMPESINO VENCEDORES;-7.93198;-79.18974;1;0;1;1;1;0;0
HUACA COLORADA;-7.93389;-79.17291;1;0;1;1;1;0;0
SECTOR CASCAJAL;-7.94554;-79.25763;1;0;1;1;1;0;0
CAMPINA IPARRAGUIRRE;-7.93599;-79.20265;1;0;1;1;1;1;0
HUACA CUCURRIPE (CAMPO 25);-7.91654;-79.22317;1;1;1;1;1;0;0
CAMPI�A CHIQUITOY - RAMAL 3 (LA PONDEROSA);-7.96279;-79.21689;1;0;1;1;1;0;0
CASA GRANDE;-7.744551891;-79.18794496;1;1;1;1;1;2;2
ESPINAL (EL MEDANO);-7.635995398;-79.25980453;1;0;1;1;1;0;0
CALLE EL INCA;-7.65108;-79.27161;1;0;1;1;1;0;0
POTRERO GRANDE;-7.65041;-79.26358;1;0;1;1;1;0;0
CUCHILLA HOLGUIN;-7.653367834;-79.254863;1;0;1;1;1;0;0
MOCAN;-7.656;-79.24107;1;0;1;1;1;1;0
QUINTA LA GLORIA;-7.66132;-79.27386;1;0;1;1;1;0;0
SANTA CLARA;-7.7008;-79.2256;1;0;1;1;1;1;0
ACEQUIA PAIJAN (LICAPA);-7.73061;-79.18296;1;1;1;1;1;0;0
FACALA;-7.72267;-79.15832;1;0;1;1;1;0;0
LACHE;-7.72569586;-79.19198884;1;1;1;1;1;0;0
LA CACHIMBA;-7.71698;-79.20514;1;0;1;1;1;0;0
EL QUINCE;-7.743601667;-79.16972667;1;1;1;1;1;0;0
ROMA;-7.76564142;-79.146846;1;1;1;1;1;1;1
EL CERRILLO;-7.66923;-79.26404;1;0;1;1;1;0;0
EL OLIVAR;-7.66321;-79.28577;1;0;1;1;1;0;0
BOLIVAR;-7.153915402;-77.70263055;1;1;1;1;1;1;1
BELLAVISTA;-7.14777;-77.70048;1;0;1;1;1;0;0
CHOMEN;-7.15038;-77.71872;1;0;1;1;1;0;0
EL RECREO;-7.1607;-77.70392;1;0;1;1;1;0;0
SAN JUAN;-7.15536;-77.6971;0;1;0;0;0;0;0
ENABEN;-7.18219;-77.73547;1;0;1;1;1;0;0
PORVENIR;-7.16419;-77.6999;1;0;1;1;1;0;0
MOSTONA;-7.14956;-77.71002;1;0;1;1;1;0;0
PUCA CRUZ;-7.17313;-77.72771;1;0;1;1;1;0;0
CHEPEN;-7.227187999;-79.42969347;1;1;1;1;1;4;4
HUACA BLANCA ALTA;-7.15944;-79.38197;1;0;1;1;1;0;0
ISLA ALTA;-7.16361;-79.37779;1;0;1;1;1;0;0
PAMPA LARGA;-7.204473622;-79.38595948;1;0;1;1;1;0;0
EL SALVADOR;-7.18396;-79.41624;1;1;1;1;1;1;0
SANTA CECILIA;-7.19244362;-79.4298286;1;0;1;1;1;0;0
MANCOCHITO;-7.21431;-79.38168;1;0;1;1;1;0;0
CATALU�A;-7.22525;-79.385;1;1;1;1;1;0;0
NUEVO PARAISO;-7.20432;-79.39638;1;0;1;1;1;1;0
CERRO SERRANO;-7.2256044;-79.40961;1;1;1;1;1;1;1
TALAMBO;-7.24214;-79.39914;1;1;1;1;1;1;1
CHEPEN ALTO;-7.24691;-79.41231;1;1;1;1;1;0;0
ALGARROBAL DE TALAMBO;-7.238202021;-79.3917267;1;0;1;1;1;0;0
LA MORANA;-7.25429;-79.39643;1;1;1;1;1;0;0
MARISCAL LA MAR;-7.267248005;-79.40807866;1;0;1;1;1;0;0
CALERA BAJA;-7.2698177;-79.39624;1;1;1;1;1;0;0
PUENTE MAYTA;-7.302717392;-79.39712725;1;0;1;1;1;0;0
CERRILLO;-7.2926393;-79.4094;1;1;1;1;1;0;0
SAN SIMON;-7.29448;-79.32941;1;0;1;1;1;0;0
HUABAL;-7.29014;-79.3231;1;0;1;1;1;1;0
LA ARENITA;-7.276364617;-79.30180936;1;0;1;1;1;0;0
ZAPOTAL;-7.27581;-79.29815;1;0;1;1;1;1;0
EL POLVORIN;-7.277155337;-79.27589567;1;0;1;1;1;0;0
BUENOS AIRES;-7.225317953;-79.38616289;1;0;1;1;1;0;0
PACANGA;-7.171347665;-79.48584272;1;1;1;1;1;1;1
NUEVA ESPERANZA;-7.094533333;-79.57486167;1;0;1;1;1;0;0
ALBERTO FUJIMORI FUJIMORI;-7.095069;-79.577;1;0;1;1;1;0;0
PAMPA LAS SANDIAS;-7.105425;-79.52702333;1;0;1;1;1;0;0
SAN JUAN DE DIOS;-7.100975519;-79.51580844;1;0;1;1;1;1;0
CHIMBORAZO;-7.10966;-79.52805;1;0;1;1;1;0;0
VISTA ALEGRE;-7.1294967;-79.5353;1;1;1;1;1;0;0
CERRO COLORADO;-7.125858843;-79.49623165;1;0;1;1;1;0;0
TELEFONO;-7.12883;-79.55495;1;0;1;1;1;0;0
MONTE SECO;-7.135245;-79.51169833;1;0;1;1;1;0;0
TIERRAS NUEVAS;-7.13228;-79.47723;1;1;1;1;1;0;0
CUCHARA;-7.13999;-79.48923;1;0;1;1;1;0;0
LA ESCUADRA;-7.1452615;-79.54701;1;1;1;1;1;0;0
MARTIN SANCHEZ;-7.14775;-79.49406;1;1;1;1;1;0;0
HUACA BLANCA BAJA;-7.15939;-79.38201;1;0;1;1;1;1;0
EL TRUST;-7.160821667;-79.38336333;1;0;1;1;1;0;0
PACANGUILLA;-7.154666867;-79.44361633;1;1;1;1;1;1;1
TAMBILLO;-7.164295;-79.48817333;1;1;1;1;1;0;0
CRUZ DE LA LEGUA;-7.16878;-79.5413;1;1;1;1;1;0;0
EL LIMO;-7.16576;-79.49622;1;1;1;1;1;0;0
TANGUITO (EL TAMBO);-7.16319;-79.46756;1;1;1;1;1;0;0
EL SANJON;-7.17992;-79.46164;1;1;1;1;1;0;0
LA CAMPI�A DE MOFO;-7.19066;-79.46386;1;1;1;1;1;0;0
CABO VERDE;-7.17635;-79.514265;1;1;1;1;1;0;0
SAN JORGE;-7.1840743;-79.51489;1;1;1;1;1;0;0
EL TRIUNFO;-7.17516;-79.50469;1;1;1;1;1;0;0
SAN GERARDO;-7.176203333;-79.48211833;1;1;1;1;1;0;0
QUITO;-7.16741;-79.4666;1;1;1;1;1;0;0
LA TROCHA;-7.17326;-79.43294;1;1;1;1;1;0;0
SAN JOSE DE MORO (MORO);-7.179360948;-79.43902778;1;1;1;1;1;0;0
HUACA DE LAS ESTACAS;-7.18518;-79.46925;1;1;1;1;1;0;0
CAIN;-7.19047;-79.47542;1;1;1;1;1;0;0
LOS PARQUES;-7.191399168;-79.50648205;1;1;1;1;1;0;0
KAWACHI;-7.08939;-79.53281;1;0;1;1;1;1;0
TRUST BAJO;-7.16726;-79.40914;0;1;0;0;0;0;0
ALTO PACANGUILLA;-7.13585;-79.45368;1;1;1;1;1;0;0
EL ALGARROBAL;-7.17593;-79.42698;1;1;1;1;1;0;0
NUEVA JERUSALEN;-7.111671667;-79.47218833;1;0;1;1;1;1;0
EL PORVENIR;-7.12859;-79.47631;1;0;1;1;1;0;0
LA FLORIDA;-7.15367;-79.52794;1;1;1;1;1;0;0
HUACA CHINA;-7.180461667;-79.51066;1;1;1;1;1;0;0
PUEBLO NUEVO;-7.188444257;-79.51496374;1;1;1;1;1;1;1
